Codi d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripci¢ dia setmana,Dia setmana,Descripci¢ tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripci¢ causa vianant,tipus de vehicle,Descripci¢ model,Descripci¢ marca,Descripci¢ color,Descripci¢ carnet,Antiguitat carnet,Coordenada UTM (Y),Coordenada UTM (X)
2014S003430,2,Eixample,7,la Dreta de l'Eixample,268003,Proven‡a,0294 0294,Divendres,Dv,Laboral,2014,5,Maig,9,19,Desobeir el senyal del sem…for,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583089,45","429979,46"
2014S004228,1,Ciutat Vella,1,el Raval,34308,Rambla,0011 0011,Dimarts,Dm,Laboral,2014,6,Juny,10,0,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4581218,47","431170,35"
2014S002439,2,Eixample,10,Sant Antoni,169409,Corts Catalanes,0540 0542,Dimecres,Dc,Laboral,2014,4,Abril,2,16,No ‚s causa del  vianant,Bicicleta,Desconegut,CONOR,Gris,Desconegut,Desconegut,"4581782,8","429840,96"
2014S001078,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0393 0393,Dimarts,Dm,Laboral,2014,2,Febrer,11,20,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4583243,89","429675,87"
2014S003432,2,Eixample,5,el Fort Pienc,100800,Diputaci¢,0449 0451,Divendres,Dv,Laboral,2014,5,Maig,9,20,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4583735,16","431564,07"
2014S002569,2,Eixample,7,la Dreta de l'Eixample,278459,Reina Vict•ria,9998 9998,Dilluns,Dl,Laboral,2014,4,Abril,7,8,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4582492,24","430534,35"
2014S003137,2,Eixample,7,la Dreta de l'Eixample,225500,N…pols,0183 0183,Dilluns,Dl,Laboral,2014,4,Abril,28,23,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583491,16","431168,22"
2014S003986,6,Gr…cia,28,Vallcarca i els Penitents,32200,Balears,0001 0001,Divendres,Dv,Laboral,2014,5,Maig,30,15,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4585283,04","428809,54"
2014S000108,7,Horta-Guinard¢,43,Horta,701268,Dalt (Llobregat),1240000,Dimarts,Dm,Laboral,2014,1,Gener,7,11,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4587927,9","429315,1"
2014S002986,3,Sants-Montju‹c,11,el Poble Sec,329902,Tamarit,0085 0087,Dimecres,Dc,Laboral,2014,4,Abril,23,18,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4580895,08","429469,82"
2014S002153,2,Eixample,7,la Dreta de l'Eixample,148307,Gr…cia,0033 0033,Dilluns,Dl,Laboral,2014,3,Mar‡,24,9,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582692,06","430363,96"
2014S001713,9,Sant Andreu,62,el Congr‚s i els Indians,194406,Maragall,0178 0180,Dissabte,Ds,Laboral,2014,3,Mar‡,8,4,No ‚s causa del  vianant,Bicicleta,Desconegut,BH,Vermell,Desconegut,Desconegut,"4586505,73","431282,65"
2014S001852,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0634 0634,Dijous,Dj,Laboral,2014,3,Mar‡,13,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582547,04","430616,9"
2014S003545,2,Eixample,7,la Dreta de l'Eixample,191204,Mallorca,0312 0312,Dimecres,Dc,Laboral,2014,5,Maig,14,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4583403,85","430490,8"
2014S005288,2,Eixample,7,la Dreta de l'Eixample,74404,Catalunya,0007 0007,Dimecres,Dc,Laboral,2014,7,Juliol,16,21,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4582255,01","430579,24"
2014S002755,6,Gr…cia,28,Vallcarca i els Penitents,116901,Esteve Terradas,0015 0015,Dissabte,Ds,Laboral,2014,4,Abril,12,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4585142,96","428369,68"
2014S006164,10,Sant Mart¡,68,el Poblenou,55501,Calvell,0035 0035,Dimarts,Dm,Laboral,2014,8,Agost,26,20,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583504,13","433819,81"
2014S004557,10,Sant Mart¡,66,el Parc i la Llacuna del Poblenou,330107,T…nger,0029B0029B,Dijous,Dj,Laboral,2014,6,Juny,19,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583675,86","432302,43"
2014S005532,3,Sants-Montju‹c,11,el Poble Sec,149503,Grases,0012 0012,Divendres,Dv,Laboral,2014,7,Juliol,25,18,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4580695,37","429566,36"
2014S000799,3,Sants-Montju‹c,18,Sants,312400,Sants,0078 0078,Dilluns,Dl,Laboral,2014,2,Febrer,3,7,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4581004,01","427919,27"
2014S000950,4,Les Corts,19,les Corts,227800,Nicaragua,0121X0121X,Divendres,Dv,Laboral,2014,2,Febrer,7,13,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582216,85","427954,46"
2014S006170,10,Sant Mart¡,65,el Clot,209900,Meridiana,0188 0188,Dimecres,Dc,Laboral,2014,8,Agost,27,8,No ‚s causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"4585113,98","432163,61"
2014S004720,2,Eixample,6,la Sagrada Fam¡lia,146902,Gl•ries Catalanes,0008I0008I,Dijous,Dj,Laboral,2014,6,Juny,26,22,No ‚s causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Blau,Desconegut,Desconegut,"4584056,28","432003,1"
2014S005069,3,Sants-Montju‹c,18,Sants,88001,Comtes de Bell-lloc,0059 0059,Dilluns,Dl,Laboral,2014,7,Juliol,7,20,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4581468,53","427997,31"
2014S006652,7,Horta-Guinard¢,38,la Teixonera,700823,Coll i Alentorn,0005 0005,Dimarts,Dm,Laboral,2014,9,Setembre,16,19,Transitar a peu per la cal‡ada,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4586421,7","428623,85"
2014S006081,10,Sant Mart¡,64,el Camp de l'Arpa del Clot,95506,Conca,0030 0030,Dijous,Dj,Laboral,2014,8,Agost,21,11,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4585253,1","431538,01"
2014S006212,4,Les Corts,19,les Corts,144601,Diagonal,0632 0632,Dijous,Dj,Laboral,2014,8,Agost,28,19,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4582755,79","427949,64"
2014S006282,6,Gr…cia,28,Vallcarca i els Penitents,229908,Mare de D‚u del Coll,0065 0067,Dilluns,Dl,Laboral,2014,9,Setembre,1,9,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Groc,Desconegut,Desconegut,"4584854,66","428906,62"
2014S005116,2,Eixample,7,la Dreta de l'Eixample,148307,Gr…cia,0061 0061,Dijous,Dj,Laboral,2014,7,Juliol,10,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582932,76","430144,52"
2014S005577,10,Sant Mart¡,67,la Vila Ol¡mpica del Poblenou,701266,Litoral (Llobregat),860000,Dilluns,Dl,Laboral,2014,7,Juliol,28,11,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582415,18","432972,61"
2014S005246,2,Eixample,7,la Dreta de l'Eixample,49509,Bruc,0139 0139,Dimarts,Dm,Laboral,2014,7,Juliol,15,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4583436,46","430292,71"
2014S006332,10,Sant Mart¡,71,Proven‡als del Poblenou,244800,Paraguai,0017 0017,Dimarts,Dm,Laboral,2014,9,Setembre,2,19,No ‚s causa del  vianant,Bicicleta,Desconegut,BTWIN,Desconegut,Desconegut,Desconegut,"4585551,31","433833,73"
2014S006013,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,0016 0016,Diumenge,Dg,Laboral,2014,8,Agost,17,18,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4583116,59","431099,21"
2014S005102,9,Sant Andreu,62,el Congr‚s i els Indians,102907,Doctor Modrego,9999 9999,Dijous,Dj,Laboral,2014,7,Juliol,10,8,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4586503,51","431582,59"
2014S005909,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0374B0374B,Dimarts,Dm,Laboral,2014,8,Agost,12,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Marr¢,Desconegut,Desconegut,"4583616,98","430648,04"
2014S004624,10,Sant Mart¡,68,el Poblenou,330107,T…nger,0160X0160X,Diumenge,Dg,Laboral,2014,6,Juny,22,20,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4584225,12","432909,97"
2014S004869,2,Eixample,7,la Dreta de l'Eixample,145003,Girona,0163 0165,Dijous,Dj,Laboral,2014,7,Juliol,3,8,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583596,48","430319,74"
2014S002191,2,Eixample,5,el Fort Pienc,281307,Ribes,0020 0020,Dimarts,Dm,Laboral,2014,3,Mar‡,25,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4583328,4","431750,04"
2014S005052,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",240707,Palau,0017 0017,Dimarts,Dm,Laboral,2014,7,Juliol,8,15,Desobeir el senyal del sem…for,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4581769,17","431923,72"
2014S005765,2,Eixample,7,la Dreta de l'Eixample,349309,Universitat,0019 0019,Dimarts,Dm,Laboral,2014,8,Agost,5,16,Altres,Bicicleta,BFOLD 3,BTWIN,Negre,Desconegut,Desconegut,"4582234,53","430408,12"
2014S005887,9,Sant Andreu,59,el Bon Pastor,179504,Lima,0005 0005,Dilluns,Dl,Laboral,2014,8,Agost,11,18,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4588057,84","433406,4"
2014S005189,2,Eixample,10,Sant Antoni,213908,Mistral,0064 0064,Diumenge,Dg,Laboral,2014,7,Juliol,13,20,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581038,37","429307,55"
2014S005267,6,Gr…cia,31,la Vila de Gr…cia,344101,Gr…cia,0139 0139,Dimarts,Dm,Laboral,2014,7,Juliol,15,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583768,62","429584,74"
2014S007381,3,Sants-Montju‹c,11,el Poble Sec,198702,Francesc Ferrer i Gu…rdia,0001 0005,Dilluns,Dl,Laboral,2014,10,Octubre,13,13,No ‚s causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Negre,Desconegut,Desconegut,"4580529,18","429090,57"
2014S007741,2,Eixample,6,la Sagrada Fam¡lia,144601,Diagonal,0306 0308,Divendres,Dv,Laboral,2014,10,Octubre,24,19,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583953,92","431708,05"
2014S008898,6,Gr…cia,31,la Vila de Gr…cia,208001,Torrent de l'Olla,0149 0149,Dimecres,Dc,Laboral,2014,12,Desembre,3,15,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4584151,51","429471,08"
2014S007960,10,Sant Mart¡,67,la Vila Ol¡mpica del Poblenou,700654,Litoral,9994 9994,Divendres,Dv,Laboral,2014,10,Octubre,31,15,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4582456,8","433139,46"
2014S007317,9,Sant Andreu,57,la Trinitat Vella,251805,Pen¡scola,0002 0002,Dissabte,Ds,Laboral,2014,10,Octubre,11,8,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4589530,33","432382,79"
2014S008230,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,0035 0035,Diumenge,Dg,Laboral,2014,11,Novembre,9,22,No ‚s causa del  vianant,Bicicleta,Desconegut,MONTY,Gris,Desconegut,Desconegut,"4583219,68","431229,48"
2014S007248,7,Horta-Guinard¢,33,el Baix Guinard¢,297001,Sant Antoni Maria Claret,0139 0145,Dimecres,Dc,Laboral,2014,10,Octubre,8,15,No ‚s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Negre,Desconegut,Desconegut,"4584882,01","431014,54"
2014S007057,10,Sant Mart¡,71,Proven‡als del Poblenou,44403,Bol¡via,0197 0197,Dijous,Dj,Laboral,2014,10,Octubre,2,9,No ‚s causa del  vianant,Bicicleta,Desconegut,DAHON,Vermell,Desconegut,Desconegut,"4584779,59","433252,28"
2014S006831,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0647 0647,Dimarts,Dm,Laboral,2014,9,Setembre,23,15,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4582887,01","430889,07"
2014S007607,2,Eixample,6,la Sagrada Fam¡lia,325005,Sic¡lia,0300 0300,Dilluns,Dl,Laboral,2014,10,Octubre,20,21,No ‚s causa del  vianant,Bicicleta,Desconegut,BH,Altres,Desconegut,Desconegut,"4583886,92","431004,89"
2014S007368,10,Sant Mart¡,70,el Bes•s i el Maresme,701559,Eduard Maristany,0009X0009X,Dilluns,Dl,Laboral,2014,10,Octubre,13,12,No ‚s causa del  vianant,Bicicleta,Top Line,BH,Gris,Desconegut,Desconegut,"4585065,6","434930,02"
2014S009660,2,Eixample,7,la Dreta de l'Eixample,148307,Gr…cia,0029 0031,Dimarts,Dm,Laboral,2014,12,Desembre,30,20,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582680,56","430374,46"
2014S007392,5,Sarri…-Sant Gervasi,25,Sant Gervasi - la Bonanova,223606,Muntaner,0507 0509,Dilluns,Dl,Laboral,2014,10,Octubre,13,21,No ‚s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Blanc,Desconegut,Desconegut,"4584106,81","427962,11"
2014S003210,5,Sarri…-Sant Gervasi,26,Sant Gervasi - Galvany,32700,Balmes,0220 0220,Dimecres,Dc,Laboral,2014,4,Abril,30,20,No ‚s causa del  vianant,Bicicleta,420,MONTY,Rosa,Desconegut,Desconegut,"4583522,01","429156,01"
2014S006723,5,Sarri…-Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta,0207 0207,Divendres,Dv,Laboral,2014,9,Setembre,19,9,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583464,79",428071
2014S002783,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0704 0706,Diumenge,Dg,Laboral,2014,4,Abril,13,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583022,93","431111,66"
2014S003042,3,Sants-Montju‹c,12,la Marina del Prat Vermell,701487,Transversal 7,0001 0001,Divendres,Dv,Laboral,2014,4,Abril,25,17,No ‚s causa del  vianant,Bicicleta,Desconegut,BH,Negre,Desconegut,Desconegut,"4576109,59","426149,64"
2014S008330,3,Sants-Montju‹c,16,la Bordeta,169409,Corts Catalanes,0153 0153,Dijous,Dj,Laboral,2014,11,Novembre,13,9,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"4579996,11","427936,44"
2014S007622,5,Sarri…-Sant Gervasi,26,Sant Gervasi - Galvany,55807,Francesc Maci…,9999 9999,Dimarts,Dm,Laboral,2014,10,Octubre,21,10,No ‚s causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Negre,Desconegut,Desconegut,"4582882,87","428574,12"
2014S003191,10,Sant Mart¡,69,Diagonal Mar i el Front Mar¡tim del Poblenou,30409,Bac de Roda,0011X0011X,Dimecres,Dc,Laboral,2014,4,Abril,30,15,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583976,2","434066,07"
2014S009571,1,Ciutat Vella,3,la Barceloneta,248050,Pau Vila,0010X0010X,Divendres,Dv,Laboral,2014,12,Desembre,26,21,Altres,Bicicleta,Desconegut,DECATHLON,Blau,Desconegut,Desconegut,"4581640,82","431908,35"
2014S008602,3,Sants-Montju‹c,11,el Poble Sec,213307,Miramar,9998 9998,Diumenge,Dg,Laboral,2014,11,Novembre,23,11,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4580245,47","430170,87"
2014S008537,3,Sants-Montju‹c,18,Sants,312400,Sants,0043 0043,Dijous,Dj,Laboral,2014,11,Novembre,20,19,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4580976,1","428039,96"
2014S001932,9,Sant Andreu,60,Sant Andreu,119003,Fabra i Puig,0116 0116,Dissabte,Ds,Laboral,2014,3,Mar‡,15,16,Altres,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4587049,63","431851,35"
2014S000844,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0112 0112,Dimarts,Dm,Laboral,2014,2,Febrer,4,13,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581985,06","429271,57"
2014S007896,2,Eixample,6,la Sagrada Fam¡lia,89004,Consell de Cent,0573 0573,Dijous,Dj,Laboral,2014,10,Octubre,30,6,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4584194,62","431839,94"
2014S003645,3,Sants-Montju‹c,17,Sants - Badal,68401,Carreras i Candi,0060 0060,Diumenge,Dg,Laboral,2014,5,Maig,18,0,No ‚s causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Blanc,Desconegut,Desconegut,"4580755,97","427139,19"
2014S003789,6,Gr…cia,31,la Vila de Gr…cia,148307,Gr…cia,0112 0112,Divendres,Dv,Laboral,2014,5,Maig,23,15,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4583374,37","429825,76"
2014S003044,2,Eixample,6,la Sagrada Fam¡lia,268003,Proven‡a,0379 0381,Divendres,Dv,Laboral,2014,4,Abril,25,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583926,33","430802,65"
2014S008964,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner,0132 0132,Divendres,Dv,Laboral,2014,12,Desembre,5,18,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4582582,75","429478,26"
2014S007901,9,Sant Andreu,59,el Bon Pastor,18902,Arbeca,0003 0003,Dijous,Dj,Laboral,2014,10,Octubre,30,8,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4587764,43","433968,97"
2014S008375,7,Horta-Guinard¢,37,el Carmel,368609,Xinx¢,0020 0020,Divendres,Dv,Laboral,2014,11,Novembre,14,13,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4586680,15","429406,83"
2014S008538,10,Sant Mart¡,64,el Camp de l'Arpa del Clot,226400,Las Navas de Tolosa,0293 0293,Dijous,Dj,Laboral,2014,11,Novembre,20,19,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4585394,94","432113,76"
2014S001137,3,Sants-Montju‹c,14,la Font de la Guatlla,169409,Corts Catalanes,0284 0284,Divendres,Dv,Laboral,2014,2,Febrer,14,10,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4580576,63","428603,46"
2014S001140,10,Sant Mart¡,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0006 0006,Divendres,Dv,Laboral,2014,2,Febrer,14,8,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582763,08","432178,65"
2014S000544,10,Sant Mart¡,65,el Clot,209900,Meridiana,0091B0091B,Dijous,Dj,Laboral,2014,1,Gener,23,8,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4584382,45","432104,13"
2014S000963,2,Eixample,7,la Dreta de l'Eixample,191204,Mallorca,0331 0331,Divendres,Dv,Laboral,2014,2,Febrer,7,16,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,4583517,"430574,82"
2014S008018,2,Eixample,7,la Dreta de l'Eixample,268003,Proven‡a,0370 0370,Diumenge,Dg,Laboral,2014,11,Novembre,2,22,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4583728,57","430633,59"
2014S008420,10,Sant Mart¡,66,el Parc i la Llacuna del Poblenou,197302,Marina,0097 0097,Dilluns,Dl,Laboral,2014,11,Novembre,17,8,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4583003,15","432172,83"
2014S003999,10,Sant Mart¡,64,el Camp de l'Arpa del Clot,286300,Rogent,0030 0030,Divendres,Dv,Laboral,2014,5,Maig,30,20,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4584707,48","431981,36"
2014S002536,3,Sants-Montju‹c,11,el Poble Sec,701335,Tarongers,0018 0018,Dissabte,Ds,Laboral,2014,4,Abril,5,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4580009,1","430452,26"
2014S000301,2,Eixample,10,Sant Antoni,349706,Comte d'Urgell,0009 0009,Dimarts,Dm,Laboral,2014,1,Gener,14,14,Creuar per fora pas de vianants,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4581462,45","429972,69"
2014S001694,5,Sarri…-Sant Gervasi,27,el Putxet i el Farr¢,240208,P…dua,0061 0061,Divendres,Dv,Laboral,2014,3,Mar‡,7,15,No ‚s causa del  vianant,Bicicleta,Desconegut,BH,Altres,Desconegut,Desconegut,"4584370,69","428712,94"
2014S003353,1,Ciutat Vella,2,el Barri G•tic,74404,Catalunya,0017 0017,Dimecres,Dc,Laboral,2014,5,Maig,7,17,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4582213,63","430817,8"
2014S001807,10,Sant Mart¡,67,la Vila Ol¡mpica del Poblenou,132908,Ramon Trias Fargas,0017X0017X,Dimecres,Dc,Laboral,2014,3,Mar‡,12,11,Desobeir el senyal del sem…for,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4582334,76","432679,57"
2014S000894,1,Ciutat Vella,3,la Barceloneta,700654,Litoral,9992 9992,Dimecres,Dc,Laboral,2014,2,Febrer,5,17,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582247,74","432855,83"
2014S002231,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0102 0102,Dimecres,Dc,Laboral,2014,3,Mar‡,26,21,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583667,47","430678,77"
2014S000979,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",132952,Francesc Camb¢,0019 0021,Dissabte,Ds,Laboral,2014,2,Febrer,8,1,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4582182,18","431343,06"
2014S001237,9,Sant Andreu,60,Sant Andreu,296202,Gran de Sant Andreu,0133 0133,Dimecres,Dc,Laboral,2014,2,Febrer,19,14,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4587179,9","432357,59"
2014S001643,2,Eixample,9,la Nova Esquerra de l'Eixample,289105,Rossell¢,0106 0106,Dimecres,Dc,Laboral,2014,3,Mar‡,5,15,No ‚s causa del  vianant,Bicicleta,Desconegut,DECATHLON,Blanc,Desconegut,Desconegut,"4582373,75","429057,26"
2014S004367,2,Eixample,7,la Dreta de l'Eixample,268003,Proven‡a,0274 0274,Divendres,Dv,Laboral,2014,6,Juny,13,17,Desobeir el senyal del sem…for,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut,"4583016,06","429904,85"
2014S003289,2,Eixample,5,el Fort Pienc,144601,Diagonal,0251 0251,Dilluns,Dl,Laboral,2014,5,Maig,5,11,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583853,65","431567,24"
2014S003807,1,Ciutat Vella,3,la Barceloneta,197903,Mar¡tim de la Barceloneta,0023 0031,Divendres,Dv,Laboral,2014,5,Maig,23,19,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581836,97","432758,01"
2014S001630,10,Sant Mart¡,66,el Parc i la Llacuna del Poblenou,148704,Ciutat de Granada,0119 0119,Dimecres,Dc,Laboral,2014,3,Mar‡,5,5,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4583899,38","432650,03"
2014S004075,10,Sant Mart¡,71,Proven‡als del Poblenou,253902,Per£,0140 0142,Dimarts,Dm,Laboral,2014,6,Juny,3,12,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4584861,28","433173,63"
2014S002874,1,Ciutat Vella,2,el Barri G•tic,144204,Ample,0025 0025,Dijous,Dj,Laboral,2014,4,Abril,17,3,No ‚s causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4581473,61","431493,31"
2014S003722,10,Sant Mart¡,68,el Poblenou,701265,Litoral (Bes•s),740000,Dimecres,Dc,Laboral,2014,5,Maig,21,11,No ‚s causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583251,79","433842,12"
2014S001632,2,Eixample,8,l'Antiga Esquerra de l'Eixample,287201,Roma,0157 0157,Dimecres,Dc,Laboral,2014,3,Mar‡,5,10,No ‚s causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Negre,Desconegut,Desconegut,"4582270,43","429673,52"
