Codi d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripció dia setmana,Dia setmana,Descripció tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripció causa vianant,tipus de vehicle,Descripció model,Descripció marca,Descripció color,Descripció carnet,Antiguitat carnet,Coordenada UTM (Y),Coordenada UTM (X)
2015S007383,2,Eixample,6,la Sagrada Família,268003,Provença,0447 0447,Divendres,Dv,Laboral,2015,10,Octubre,2,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4584234,67","431118,91"
2015S009599,2,Eixample,6,la Sagrada Família,197302,Marina,0257 0259,Dijous,Dj,Laboral,2015,12,Desembre,17,8,No és causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Altres,Desconegut,Desconegut,"4584213,00","431055,68"
2015S001890,2,Eixample,5,el Fort Pienc,76807,Sardenya,0237I0237I,Dijous,Dj,Laboral,2015,3,Març,12,1,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583707,95","431296,37"
2015S003871,3,Sants-Montjuïc,11,el Poble Sec,329902,Tamarit,0079 0079,Dimarts,Dm,Laboral,2015,5,Maig,19,23,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4580862,32","429436,34"
2015S006957,2,Eixample,5,el Fort Pienc,100800,Diputació,0455 0457,Dimecres,Dc,Laboral,2015,9,Setembre,16,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583745,48","431578,21"
2015S007183,2,Eixample,5,el Fort Pienc,178308,Lepant,0190B0190B,Dijous,Dj,Laboral,2015,9,Setembre,24,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4583745,03","431720,66"
2015S006180,2,Eixample,5,el Fort Pienc,225500,Nàpols,0044 0044,Dijous,Dj,Laboral,2015,8,Agost,13,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4582915,75","431744,53"
2015S006421,2,Eixample,5,el Fort Pienc,197302,Marina,0139 0139,Dimarts,Dm,Laboral,2015,8,Agost,25,21,No és causa del  vianant,Bicicleta,AFX,CONOR,Gris,Desconegut,Desconegut,"4583392,71","431808,02"
2015S002162,2,Eixample,5,el Fort Pienc,281307,Ribes,0002 0002,Dissabte,Ds,Laboral,2015,3,Març,21,21,No és causa del  vianant,Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"4583096,08","431695,84"
2015S006681,3,Sants-Montjuïc,11,el Poble Sec,700025,Josep Carner,0035 0035,Divendres,Dv,Laboral,2015,9,Setembre,4,23,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Rosa,Desconegut,Desconegut,"4580535,88","431068,44"
2015S002567,3,Sants-Montjuïc,12,la Marina del Prat Vermell,180,A Zona Franca,0041 0041,Dimarts,Dm,Laboral,2015,4,Abril,7,10,No és causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Vermell,Desconegut,Desconegut,"4576106,04","427920,23"
2015S007134,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca,0211 0211,Dimarts,Dm,Laboral,2015,9,Setembre,22,18,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Gris,Desconegut,Desconegut,"4579574,83","427909,01"
2015S009297,3,Sants-Montjuïc,14,la Font de la Guatlla,215903,Montfar,0007 0007,Dilluns,Dl,Laboral,2015,12,Desembre,7,17,No és causa del  vianant,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut,"4580425,62","428885,79"
2015S006690,3,Sants-Montjuïc,15,Hostafrancs,331507,Tarragona,0089 0089,Dissabte,Ds,Laboral,2015,9,Setembre,5,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4581023,07","428874,21"
2015S008296,3,Sants-Montjuïc,16,la Bordeta,700032,Andalusia,0001 0001,Dimecres,Dc,Laboral,2015,11,Novembre,4,12,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4580440,17","427625,18"
2015S009530,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes,0283 0287,Dimarts,Dm,Laboral,2015,12,Desembre,15,7,No és causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4580576,23","428529,02"
2015S002930,3,Sants-Montjuïc,17,Sants - Badal,30103,Bacardí,0037 0037,Diumenge,Dg,Laboral,2015,4,Abril,19,14,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4580756,88","427280,20"
2015S006628,3,Sants-Montjuïc,18,Sants,312400,Sants,0219 0219,Dijous,Dj,Laboral,2015,9,Setembre,3,6,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4580997,41","427504,14"
2015S009639,4,Les Corts,19,les Corts,172403,Joan Güell,0202 0202,Dijous,Dj,Laboral,2015,12,Desembre,17,20,No és causa del  vianant,Bicicleta,Desconegut,MBK,Verd,Desconegut,Desconegut,"4582165,72","427356,25"
2015S000987,4,Les Corts,19,les Corts,172403,Joan Güell,0202 0202,Dilluns,Dl,Laboral,2015,2,Febrer,9,8,No és causa del  vianant,Bicicleta,Desconegut,PEUGEOT,Negre,Desconegut,Desconegut,"4582165,72","427356,25"
2015S000477,4,Les Corts,20,la Maternitat i Sant Ramon,187207,Madrid,0007 0007,Dimarts,Dm,Laboral,2015,1,Gener,20,14,No és causa del  vianant,Bicicleta,BFOLD 3,BTWIN,Negre,B,6,"4581090,64","426777,32"
2015S003709,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,0630 0630,Dijous,Dj,Laboral,2015,5,Maig,14,20,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582786,76","428046,77"
2015S003709,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,0630 0630,Dijous,Dj,Laboral,2015,5,Maig,14,20,No és causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4582786,76","428046,77"
2015S008409,5,Sarrià-Sant Gervasi,23,Sarrià,3508,Aigües,0106 0108,Dissabte,Ds,Laboral,2015,11,Novembre,7,18,No és causa del  vianant,Bicicleta,Desconegut,DECATHLON,Blanc,Desconegut,Desconegut,"4584593,02","425230,96"
2015S002283,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,246805,Rector Ubach,0006 0006,Dimecres,Dc,Laboral,2015,3,Març,25,16,Desobeir el senyal del semàfor,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583637,08","428626,76"
2015S007358,5,Sarrià-Sant Gervasi,24,les Tres Torres,28000,Augusta,0266 0266,Dijous,Dj,Laboral,2015,10,Octubre,1,14,No és causa del  vianant,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4583500,80","427567,11"
2015S008773,6,Gràcia,28,Vallcarca i els Penitents,279600,República Argentina,0076 0076,Divendres,Dv,Laboral,2015,11,Novembre,20,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4584829,49","428731,82"
2015S007715,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0153 0153,Dimecres,Dc,Laboral,2015,10,Octubre,14,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4585288,78","428464,49"
2015S008486,6,Gràcia,31,la Vila de Gràcia,356803,Verdi,0189 0195,Dimarts,Dm,Laboral,2015,11,Novembre,10,22,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4584622,35","429262,14"
2015S003746,6,Gràcia,31,la Vila de Gràcia,171604,Joan Blanques,0064 0064,Divendres,Dv,Laboral,2015,5,Maig,15,16,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4584415,68","429829,43"
2015S001829,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,286504,Roger de Flor,0289 0289,Dimarts,Dm,Laboral,2015,3,Març,10,7,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,B,29,"4584203,27","430290,89"
2015S004042,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,225500,Nàpols,0363 0363,Dilluns,Dl,Laboral,2015,5,Maig,25,17,No és causa del  vianant,Bicicleta,Desconegut,BICING,Blanc,Desconegut,Desconegut,"4584313,31","430346,55"
2015S003555,6,Gràcia,31,la Vila de Gràcia,171604,Joan Blanques,0011 0011,Dissabte,Ds,Laboral,2015,5,Maig,9,19,No és causa del  vianant,Bicicleta,Desconegut,BICING,Desconegut,Desconegut,Desconegut,"4584204,40","429972,40"
2015S008228,8,Nou Barris,44,Vilapicina i la Torre Llobeta,362500,Vilapicina,0085 0085,Dilluns,Dl,Laboral,2015,11,Novembre,2,8,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Blau,Desconegut,Desconegut,"4586964,82","430637,21"
2015S009641,8,Nou Barris,45,Porta,113404,Escultor Ordóñez,0118 0118,Divendres,Dv,Laboral,2015,12,Desembre,18,14,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Violeta,Desconegut,Desconegut,"4587655,40","431293,97"
2015S000769,9,Sant Andreu,61,la Sagrera,233701,Olesa,0069 0069,Dissabte,Ds,Laboral,2015,1,Gener,31,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4586420,79","432060,93"
2015S001459,9,Sant Andreu,63,Navas,226400,Las Navas de Tolosa,0290 0290,Dimecres,Dc,Laboral,2015,2,Febrer,25,13,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4585457,69","432082,93"
2015S003108,9,Sant Andreu,60,Sant Andreu,242509,Palomar,0037 0039,Divendres,Dv,Laboral,2015,4,Abril,24,11,No és causa del  vianant,Bicicleta,ROCKRIDER,DECATHLON,Gris,Desconegut,Desconegut,"4588420,92","432737,88"
2015S008963,9,Sant Andreu,60,Sant Andreu,196809,Marià Brossa,0000 0000,Dijous,Dj,Laboral,2015,11,Novembre,26,18,No és causa del  vianant,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4587837,48","432255,78"
